property_type,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,state,lat,lon
house,221283.23,300.0,267.0,Quintana Roo,21.1105052159,-86.8466126919
apartment,332860.81,121.0,121.0,Distrito Federal,19.394358,-99.177444
apartment,90639.19,0.0,0.0,Distrito Federal,19.4440744419,-99.1645360552
house,313558.92,96.0,182.0,Distrito Federal,19.3861836,-99.1521665
house,466385.95,83.0,242.0,Distrito Federal,19.3358267184,-99.2018960416
house,520000.0,0.0,204.0,Quintana Roo,21.129547,-86.817017
apartment,194195.73,92.0,92.0,Distrito Federal,19.3721819,-99.1717578
apartment,160853.09,0.0,83.0,Distrito Federal,19.3794059,-99.1591446
house,494218.77,586.0,457.0,Quintana Roo,21.106731,-86.840202
apartment,850000.0,450.0,450.0,Distrito Federal,19.3925803,-99.2511366
apartment,104319.23,70.0,0.0,Distrito Federal,19.3809507,-99.1366219
house,269924.16,63.0,0.0,Distrito Federal,19.436024,-99.15461
store,971685.0,176.0,176.0,Distrito Federal,19.3446502,-99.1884795
house,34246.21,0.0,0.0,Quintana Roo,21.1387234,-86.8703338
apartment,455000.0,241.0,183.0,Quintana Roo,21.1645530165,-86.8199585397
house,421591.82,535.0,450.0,Quintana Roo,21.1078628699,-86.8461030722
house,3500000.0,900.0,1000.0,Quintana Roo,21.1902642,-86.8198375
apartment,137052.0,0.0,75.0,Quintana Roo,21.129547,-86.817017
house,73234.21,160.0,0.0,Quintana Roo,21.129547,-86.817017
house,84298.37,200.0,125.0,Quintana Roo,21.129547,-86.817017
house,39514.86,110.0,120.0,Quintana Roo,21.129547,-86.817017
house,263494.89,486.0,325.0,Distrito Federal,19.284672,-99.220367
apartment,2371454.01,0.0,682.0,Distrito Federal,19.3748723,-99.2731774
apartment,14975.6,13.0,44.0,Distrito Federal,19.3953217,-99.0568529
apartment,158059.45,159.0,159.0,Quintana Roo,21.1143393,-86.8494584
house,260859.94,160.0,260.0,Distrito Federal,19.3151933832,-99.1022586823
apartment,1422872.41,0.0,410.0,Distrito Federal,19.4344523,-99.2040853
house,345178.3,212.0,307.0,Distrito Federal,19.2931924224,-99.1565380117
apartment,127400.0,0.0,36.0,Solidaridad,20.6309116543,-87.0721301436
apartment,51644.99,140.0,140.0,Quintana Roo,21.137991,-86.870964
apartment,521719.88,0.0,255.0,Quintana Roo,21.1902642,-86.8198375
house,1212076.49,784.0,555.0,Distrito Federal,19.401079,-99.24807
store,64556.24,283.0,586.0,Distrito Federal,19.3540449,-99.0158775
apartment,226605.6,8000.0,170.0,Quintana Roo,21.1903799,-86.8190064
apartment,384702.54,114.0,114.0,Distrito Federal,19.3562954884,-99.2755937576
house,329368.61,299.0,450.0,Quintana Roo,21.082655,-86.857162
house,310923.97,380.0,350.0,Distrito Federal,19.2676554,-99.1668751
apartment,550000.0,0.0,250.0,Quintana Roo,21.129547,-86.817017
apartment,270000.0,0.0,169.0,Quintana Roo,21.1405273179,-86.923828125
apartment,39514.86,91.0,91.0,Distrito Federal,19.462905,-99.1447579
apartment,915000.0,0.0,390.0,Distrito Federal,19.387433089,-99.2551124089
house,194986.21,215.0,282.0,Quintana Roo,21.161908,-86.8515279
apartment,119088.86,72.0,72.0,Distrito Federal,19.374976,-99.160186
house,149875.89,144.0,144.0,Quintana Roo,21.1593751229,-86.8221187592
apartment,175000.0,90.0,80.0,Quintana Roo,20.626583,-87.078659
apartment,174632.0,97.0,97.0,Quintana Roo,20.626583,-87.078659
apartment,495000.0,235.0,0.0,Quintana Roo,21.129547,-86.817017
apartment,297100.0,95.0,95.0,Solidaridad,20.626583,-87.078659
house,308215.93,250.0,297.0,Distrito Federal,19.2947813,-99.1306967
house,121207.64,510.0,220.0,Distrito Federal,19.2264786336,-99.0957053751
apartment,359000.0,0.0,107.0,Solidaridad,20.626583,-87.078659
apartment,303019.12,24464.0,213.0,Quintana Roo,21.1902642,-86.8198375
house,208160.96,307.0,342.0,Quintana Roo,20.6805577715,-87.0349614322
apartment,73778.56,35.0,35.0,Distrito Federal,19.4536022,-99.1830527
apartment,113302.8,0.0,79.0,Distrito Federal,19.3039568,-99.1748582
house,1750000.0,400.0,350.0,Quintana Roo,21.2295838529,-86.7531342921
house,289775.66,371.0,330.0,Quintana Roo,21.054120967,-86.8478765493
apartment,57968.87,50.0,50.0,Distrito Federal,19.4920787,-99.1750238
apartment,134232.0,0.0,73.0,Quintana Roo,21.129547,-86.817017
store,51351.0,0.0,60.0,Quintana Roo,21.161908,-86.8515279
apartment,350000.0,10000.0,238.0,Quintana Roo,21.2391738382,-86.8051890841
apartment,208000.0,124.0,0.0,Quintana Roo,20.209438,-87.467918
apartment,55406.65,102.0,70.0,Distrito Federal,19.4110686915,-99.1931051016
house,275000.0,1000.0,240.0,Quintana Roo,21.158964,-86.845937
apartment,249000.0,0.0,91.0,Solidaridad,20.626583,-87.078659
apartment,265000.0,426.0,426.0,Quintana Roo,20.6356357733,-87.0690965652
house,35835.3,0.0,0.0,Quintana Roo,21.1608017688,-86.858241521
apartment,190514.32,463.0,452.0,Quintana Roo,21.0842528,-86.8463243
apartment,211560.04,0.0,180.0,Quintana Roo,21.1136543,-86.8414847
apartment,227130.0,93.0,93.0,Quintana Roo,20.2114185,-87.4653502
apartment,292550.0,185.0,126.0,Quintana Roo,20.2016499256,-87.4567615986
house,68245.17,224.0,123.0,Quintana Roo,21.137991,-86.870964
apartment,131747.44,92.0,65.0,Distrito Federal,19.510954,-99.144234
apartment,102763.0,58.0,58.0,Distrito Federal,19.386852,-99.194748
house,94572.23,135.0,0.0,Quintana Roo,21.129547,-86.817017
house,432131.62,91.0,260.0,Distrito Federal,19.3694541,-99.1857532
apartment,128416.86,300.0,120.0,Quintana Roo,21.082655,-86.857162
apartment,432061.79,40707.0,221.0,Quintana Roo,21.129547,-86.817017
apartment,550000.0,0.0,0.0,Quintana Roo,20.6647001839,-87.0469254255
apartment,382067.59,0.0,134.0,Distrito Federal,19.3587114,-99.1958642
apartment,205526.01,121.0,121.0,Distrito Federal,19.3757,-99.196831
house,316193.86,600.0,360.0,Quintana Roo,21.156621,-86.821453
apartment,36463.63,72.0,60.0,Distrito Federal,19.2802991012,-99.1848063469
apartment,319254.62,169.0,169.0,Quintana Roo,21.1678473,-86.8203569
apartment,115910.26,0.0,58.0,Distrito Federal,19.3865508,-99.1937082
apartment,52686.48,0.0,48.0,Quintana Roo,21.2015367984,-86.8060874211
apartment,1810000.0,357.0,357.0,Distrito Federal,19.4332386,-99.1933503
apartment,25822.49,48.0,48.0,Distrito Federal,19.436436,-99.117256
apartment,2000000.0,0.0,324.0,Distrito Federal,19.4269193206,-99.1954386234
house,179176.52,0.0,405.0,Quintana Roo,21.082655,-86.857162
house,121207.64,217.0,80.0,Distrito Federal,19.2697059,-99.2199173
house,158096.93,136.0,286.0,Quintana Roo,21.129547,-86.817017
house,130693.46,178.0,223.0,Distrito Federal,19.328699,-99.1504583
apartment,263494.89,0.0,84.0,Distrito Federal,19.4157753,-99.165401
store,63238.77,0.0,25.0,Distrito Federal,19.342649927,-99.2065691203
house,68492.42,50.0,100.0,Distrito Federal,19.33427,-99.083374
apartment,822104.05,450.0,340.0,Distrito Federal,19.355751,-99.299347
apartment,750000.0,0.0,263.0,Quintana Roo,21.158964,-86.845937
house,179176.52,160.0,192.0,Quintana Roo,21.082655,-86.857162
apartment,237145.4,86.0,71.0,Distrito Federal,19.41498,-99.177444
house,2150000.0,721.0,665.0,Distrito Federal,19.420166,-99.220367
house,190243.31,305.0,259.0,Distrito Federal,19.3434226,-99.1359301
apartment,165000.0,146.0,146.0,Quintana Roo,20.6798877661,-87.0386695862
house,1800000.0,1223.0,1700.0,Distrito Federal,19.401079,-99.24807
apartment,226890.18,98.0,92.0,Distrito Federal,19.381729,-99.164986
house,1100000.0,636.0,700.0,Quintana Roo,21.222476336,-86.8016991019
store,221335.7,0.0,0.0,Zacatecas,22.7783474,-102.5718312
apartment,177068.56,0.0,84.0,Distrito Federal,19.367424,-99.185753
house,189000.0,160.0,263.0,Quintana Roo,21.129547,-86.817017
apartment,40645.77,70.0,72.0,Distrito Federal,19.2790911,-99.2114234
apartment,147557.13,0.0,97.0,Distrito Federal,19.3668017,-99.1724994
house,2000000.0,1592.0,650.0,Quintana Roo,21.129547,-86.817017
house,70590.28,90.0,101.0,Quintana Roo,20.626583,-87.078659
house,635022.68,123.0,295.0,Distrito Federal,19.3362978,-99.2020376
apartment,160257.59,10041.0,110.0,Quintana Roo,21.139086,-86.84964
apartment,289000.0,0.0,128.0,Solidaridad,20.6295586,-87.0738851
apartment,21079.59,68.0,68.0,Quintana Roo,21.1680287,-86.8698014
apartment,2371454.01,390.0,390.0,Distrito Federal,19.4282852,-99.1831702
apartment,31085.02,79.0,79.0,Distrito Federal,19.4753714,-99.1048072
apartment,225000.0,0.0,83.0,Quintana Roo,21.0792744845,-86.7745149136
apartment,10579.0,47.0,47.0,Distrito Federal,19.534109,-99.145271
apartment,142287.24,65.0,100.0,Distrito Federal,19.510954,-99.144234
apartment,25559.0,67.0,62.0,Distrito Federal,19.4258822217,-99.0609097481
apartment,611308.14,247.0,247.0,Distrito Federal,19.430456,-99.1889121
apartment,480000.0,0.0,153.0,Quintana Roo,20.6342300997,-87.0617580414
apartment,20157.35,47.0,47.0,Distrito Federal,19.3481352,-99.0802278
house,790297.25,900.0,400.0,Distrito Federal,19.349539,-99.204445
house,1053979.56,443.0,850.0,Distrito Federal,19.301781,-99.20237
house,240000.0,0.0,0.0,Quintana Roo,20.613267603,-87.0968979372
apartment,523600.0,0.0,280.0,Quintana Roo,21.1650106121,-86.820127219
apartment,152827.03,0.0,170.0,Distrito Federal,19.2790911,-99.2114234
house,70748.37,0.0,101.0,Quintana Roo,20.6132639408,-87.1176767349
apartment,65610.22,120.0,120.0,Quintana Roo,21.139641,-86.879738
apartment,877229.95,300.0,300.0,Distrito Federal,19.3631419,-99.2880597
house,1686367.3,1638.0,1100.0,Distrito Federal,19.320576,-99.20929
apartment,553339.27,300.0,0.0,Distrito Federal,19.3854717,-99.256456
apartment,77730.99,0.0,79.0,Quintana Roo,21.1773311,-86.8180136
apartment,57968.87,70.0,70.0,Distrito Federal,19.414261,-99.104118
house,1500000.0,400.0,400.0,Quintana Roo,21.129547,-86.817017
apartment,330000.0,0.0,78.0,Quintana Roo,20.6295586,-87.0738851
apartment,107721.28,150.0,150.0,Distrito Federal,19.387683,-99.174712
apartment,28984.43,81.0,83.0,Quintana Roo,21.1933604,-86.8617643
apartment,79566.6,0.0,122.0,Distrito Federal,19.2990233,-99.0436467
apartment,71143.62,0.0,70.0,Distrito Federal,19.3850289,-99.1944048
apartment,34246.21,60.0,60.0,Distrito Federal,19.524143,-99.160149
house,94835.67,0.0,250.0,Quintana Roo,21.139086,-86.84964
house,171231.07,220.0,248.0,Quintana Roo,20.6386679679,-87.0651912689
apartment,43740.15,24.0,87.0,Distrito Federal,19.523000777,-99.1457437277
apartment,73778.56,45.0,45.0,Distrito Federal,19.287188,-99.170525
apartment,97493.1,0.0,0.0,Distrito Federal,19.436516,-99.173988
apartment,1005285.7,84000.0,312.0,Distrito Federal,19.390415,-99.254997
apartment,284500.0,93.0,78.0,Quintana Roo,20.6322971,-87.0735677
house,200256.11,0.0,0.0,Distrito Federal,19.2929735257,-99.2321361606
apartment,42422.67,0.0,71.0,Distrito Federal,19.482325,-99.185753
apartment,149600.0,77.0,77.0,Quintana Roo,20.626583,-87.078659
house,300000.0,315.0,350.0,Quintana Roo,21.15925,-86.8244969
apartment,86942.61,0.0,50.0,Distrito Federal,19.4306069,-99.0949899
apartment,260000.0,103.0,103.0,Quintana Roo,20.6214328522,-87.1008190513
house,86162.82,104.0,120.0,Quintana Roo,20.6854886191,-87.0481109619
apartment,125160.07,59.0,59.0,Distrito Federal,19.3249413,-99.223798
apartment,304073.1,107.0,107.0,Distrito Federal,19.3928136,-99.1738213
apartment,210795.91,122.0,122.0,Distrito Federal,19.368544,-99.163605
apartment,293600.0,92.0,92.0,Quintana Roo,20.6295586,-87.0738851
house,73778.56,64.0,150.0,Distrito Federal,19.5576165,-99.1393889
apartment,80293.84,0.0,121.0,Distrito Federal,19.2990233,-99.0436467
house,237145.4,0.0,0.0,Zacatecas,22.7744796,-102.5735723
store,606038.24,2500.0,0.0,Quintana Roo,21.129547,-86.817017
apartment,289000.0,0.0,56.0,Quintana Roo,20.626583,-87.078659
house,200256.11,261.0,261.0,Quintana Roo,21.129547,-86.817017
house,155425.12,160.0,190.0,Quintana Roo,21.139641,-86.879738
apartment,115937.75,1000.0,220.0,Quintana Roo,21.1349388,-86.880232
house,166001.78,211.0,195.0,Quintana Roo,20.626583,-87.078659
apartment,42149.18,59.0,59.0,Distrito Federal,19.455859297,-99.2047137022
apartment,36322.1,77.0,77.0,Distrito Federal,19.458765,-99.178604
house,395242.33,734.0,500.0,Quintana Roo,21.161908,-86.8515279
apartment,40645.77,70.0,72.0,Distrito Federal,19.2790911,-99.2114234
apartment,434766.56,200.0,200.0,Distrito Federal,19.357464,-99.207909
apartment,372071.94,0.0,115.0,Distrito Federal,19.4092359,-99.1703192
house,315000.0,136.0,92.0,Quintana Roo,20.2742745466,-87.3992443085
house,123813.23,110.0,190.0,Quintana Roo,21.129547,-86.817017
apartment,151037.29,0.0,63.0,Distrito Federal,19.4306069,-99.0949899
store,837913.75,730.0,0.0,Distrito Federal,19.431252,-99.146999
house,685086.71,584.0,680.0,Distrito Federal,19.3953769,-99.256823
house,73778.56,0.0,0.0,Quintana Roo,20.6825778073,-87.0468449593
apartment,650000.0,180.0,180.0,Quintana Roo,21.0330105551,-86.8052101135
apartment,526989.78,161.0,161.0,Distrito Federal,19.4348265,-99.1908088
apartment,115910.26,110.0,165.0,Quintana Roo,21.1501467,-86.8439945
apartment,20284.29,57.0,57.0,Distrito Federal,19.3230172472,-99.0465371311
house,463751.0,2000.0,1000.0,Quintana Roo,21.082655,-86.857162
house,349000.0,220.0,209.0,Quintana Roo,20.626583,-87.078659
apartment,136564.13,0.0,61.0,Distrito Federal,19.364891,-99.148384
apartment,474290.8,188.0,188.0,Distrito Federal,19.3630571092,-99.2761516571
apartment,37416.27,57.0,57.0,Distrito Federal,19.3275633,-99.1217504
house,50315.59,98.0,100.0,Quintana Roo,20.626583,-87.078659
house,342462.14,290.0,460.0,Quintana Roo,21.1113234328,-86.847692281
house,408417.08,140.0,241.0,Distrito Federal,19.318155,-99.220718
house,1422872.41,800.0,800.0,Distrito Federal,19.413594,-99.2320755
apartment,915000.0,390.0,390.0,Distrito Federal,19.401079,-99.24807
store,23714.54,35.0,35.0,Quintana Roo,21.139271,-86.859673
house,469020.9,760.0,450.0,Quintana Roo,21.1085134519,-86.8528930843
apartment,221335.7,0.0,120.0,Distrito Federal,19.381729,-99.164986
apartment,230000.0,71.0,62.0,Quintana Roo,20.6365167711,-87.0682846476
apartment,911476.16,0.0,165.0,Distrito Federal,19.4340879,-99.2005149
house,630000.0,343.0,386.0,Quintana Roo,21.129547,-86.817017
apartment,390000.0,311.0,200.0,Quintana Roo,20.199600905,-87.4504315853
apartment,121178.91,120.0,120.0,Distrito Federal,19.3941609998,-99.1636083127
apartment,260422.54,0.0,87.0,Distrito Federal,19.3728751311,-99.1573405266
house,136753.84,152.0,150.0,Distrito Federal,19.2540374154,-99.1277182102
apartment,229186.2,95.0,95.0,Distrito Federal,19.3799182,-99.1837918
house,177821.32,263.0,263.0,Distrito Federal,19.314291,-99.224132
house,114593.1,300.0,150.0,Distrito Federal,19.269341791,-99.159491907
apartment,226551.88,0.0,224.0,Quintana Roo,21.1123232,-86.8453302
apartment,500000.0,113.0,113.0,Quintana Roo,20.630901,-87.069916
apartment,117089.64,0.0,61.0,Distrito Federal,19.4306069,-99.0949899
apartment,49508.1,0.0,70.0,Quintana Roo,20.6538280342,-87.0872497559
house,21606.58,140.0,140.0,Quintana Roo,21.1534289,-86.9010449
apartment,700000.0,300.0,300.0,Quintana Roo,21.161908,-86.8515279
apartment,29504.43,44.0,44.0,Distrito Federal,19.3484112,-99.0349033
apartment,69809.59,50.0,50.0,Distrito Federal,19.418058,-99.131088
apartment,104343.97,98.0,0.0,Distrito Federal,19.3073525,-99.1061901
house,57968.87,109.0,189.0,Quintana Roo,21.175814,-86.823288
apartment,150192.08,95.0,95.0,Distrito Federal,19.386808,-99.1938216
apartment,131747.44,0.0,0.0,Quintana Roo,20.626583,-87.078659
apartment,450000.0,0.0,18201.0,Quintana Roo,21.129547,-86.817017
apartment,392607.38,0.0,180.0,Distrito Federal,19.390982,-99.243919
apartment,137802.55,77.0,77.0,Distrito Federal,19.394073,-99.153915
house,23182.05,0.0,0.0,Quintana Roo,21.151917,-86.899796
apartment,1000000.0,0.0,246.0,Distrito Federal,19.4354835,-99.2106606
house,2002561.17,1734.0,678.0,Distrito Federal,19.347502,-99.171906
house,440000.0,0.0,250.0,Quintana Roo,21.1295466,-86.8170132
house,179176.52,200.0,215.0,Quintana Roo,20.6756117069,-87.0527458191
apartment,187871.85,230.0,230.0,Quintana Roo,21.129547,-86.817017
apartment,182032.81,100.0,100.0,Distrito Federal,19.341894,-99.224525
house,3750000.0,6370.0,0.0,Quintana Roo,21.161908,-86.8515279
apartment,237089.17,0.0,180.0,Quintana Roo,21.129547,-86.817017
apartment,145000.0,0.0,100.0,Quintana Roo,20.6187065832,-87.0904254913
house,985470.89,583.0,715.0,Distrito Federal,19.3254018,-99.2066379
house,1844464.23,575.0,960.0,Distrito Federal,19.3897807327,-99.2582365125
house,131747.44,149.0,291.0,Distrito Federal,19.5150383862,-99.1450130939
house,480000.0,419.0,388.0,Quintana Roo,21.129547,-86.817017
house,97493.1,0.0,0.0,Distrito Federal,19.4994338,-99.1119157
store,107216.99,150.0,505.0,Distrito Federal,19.4459423,-99.1557748
house,36353.67,100.0,80.0,Quintana Roo,20.6819153389,-87.0500636101
apartment,168162.43,63.0,63.0,Distrito Federal,19.3865081,-99.1809914
apartment,595029.0,153.0,100.0,Quintana Roo,21.1475390152,-86.7902554829
house,121207.64,202.0,185.0,Quintana Roo,21.1419495234,-86.8480825424
store,474027.3,55.0,897.0,Distrito Federal,19.418058,-99.131088
house,3800000.0,1112.0,1650.0,Quintana Roo,21.129547,-86.817017
apartment,263432.41,180.0,180.0,Distrito Federal,19.2464696,-99.1013498
apartment,152000.0,0.0,75.0,Quintana Roo,20.613375,-87.089897
house,97469.99,160.0,120.0,Quintana Roo,21.129547,-86.817017
house,242415.29,110.0,350.0,Distrito Federal,19.3596455,-99.1976707
apartment,234167.9,0.0,83.0,Distrito Federal,19.3794059,-99.1591446
apartment,344510.97,121.0,121.0,Distrito Federal,19.394358,-99.177444
house,474290.8,140.0,325.0,Distrito Federal,19.353813,-99.163605
house,120153.67,110.0,205.0,Quintana Roo,21.129547,-86.817017
apartment,129831.31,0.0,126.0,Quintana Roo,21.161908,-86.8515279
apartment,52698.97,75.0,75.0,Quintana Roo,21.1640976424,-86.8211920559
store,102763.0,63.0,63.0,Distrito Federal,19.4377047567,-99.1511714458
apartment,124337.96,0.0,0.0,Distrito Federal,19.3886333,-99.1729107
house,395242.33,630.0,420.0,Quintana Roo,21.161908,-86.8515279
apartment,750000.0,0.0,256.0,Quintana Roo,21.129547,-86.817017
apartment,606038.24,0.0,240.0,Distrito Federal,19.390415,-99.254997
apartment,57985.53,0.0,69.0,Distrito Federal,19.2990233,-99.0436467
house,850000.0,400.0,400.0,Quintana Roo,21.1155339823,-86.7660498619
apartment,336800.0,209.0,125.0,Solidaridad,20.614042,-87.08976
apartment,173932.97,0.0,0.0,Distrito Federal,19.3794059,-99.1591446
house,353083.15,625.0,502.0,Quintana Roo,21.161908,-86.8515279
house,158096.93,160.0,200.0,Quintana Roo,21.139086,-86.84964
apartment,1121250.0,299.0,299.0,Distrito Federal,19.4339975,-99.1909529
apartment,652940.33,357.0,357.0,Distrito Federal,19.4628329211,-99.1901439625
apartment,354740.9,0.0,0.0,Distrito Federal,19.41498,-99.177444
house,21053.24,35.0,56.0,Distrito Federal,19.3238645,-99.0557268
house,70616.63,135.0,123.0,Quintana Roo,20.6648985102,-87.0624141899
house,714955.58,489.0,321.0,Distrito Federal,19.287188,-99.170525
apartment,850000.0,440.0,440.0,Distrito Federal,19.3799392957,-99.2652908229
house,300000.0,300.0,234.0,Quintana Roo,20.209438,-87.467918
apartment,1150000.0,350.0,350.0,Quintana Roo,21.1640826346,-86.8113684654
house,34000.0,114.0,114.0,Quintana Roo,21.129547,-86.817017
apartment,48087.81,0.0,0.0,Distrito Federal,19.4083163022,-99.1089105606
apartment,194000.0,1000.0,100.0,Solidaridad,20.6295586,-87.0738851
house,144922.18,160.0,160.0,Quintana Roo,21.082655,-86.857162
apartment,1200000.0,560.0,560.0,Distrito Federal,19.390415,-99.254997
apartment,1370173.43,0.0,225.0,Distrito Federal,19.4325773,-99.1880862
house,79029.67,0.0,160.0,Quintana Roo,21.129547,-86.817017
apartment,237145.4,0.0,224.0,Quintana Roo,21.1136543,-86.8414847
house,73778.56,140.0,140.0,Quintana Roo,21.1430027222,-86.8455780926
house,199000.0,290.0,290.0,Quintana Roo,20.6795906156,-87.0356845122
apartment,1500000.0,325.0,325.0,Distrito Federal,19.401079,-99.24807
apartment,61921.29,108.0,108.0,Quintana Roo,21.139641,-86.879738
apartment,199729.12,125.0,0.0,Distrito Federal,19.3375477327,-99.2229540646
